News_ID,CompanyName_News,Date_News,Headline_News,Description_News
6491,KINGSPAN+GROUP,"Wed, Nov 18, 2015, 22:16",Security fears push markets towards safer assets,"Applegreen and Aryzta best performers in Dublin as Kingspan comesunderpressure 
"
6492,KINGSPAN+GROUP,"Sat, Nov 14, 2015, 01:00",Weak earnings hit European shares," CRH and Origin among top risers in Dublin as Iseq ends flat after sluggish trading
"
6493,KINGSPAN+GROUP,"Fri, Nov 13, 2015, 06:58",Indicators point to a deepening  recovery as growth intensifies," Latest evidence from trading statements and tax data shows growth intensifying
"
6494,KINGSPAN+GROUP,"Wed, Nov 11, 2015, 01:02",Stock markets: Weak euro boosts European shares,"Poor performance for Portuguese stocks amid fears of political instability 
"
6495,KINGSPAN+GROUP,"Mon, Nov 9, 2015, 18:31",Markets fall as poor  numbers from China sour sentiment ," Kingspan bucks trend in Dublin after reporting positive quarterly figures 
"
6496,KINGSPAN+GROUP,"Fri, Oct 30, 2015, 01:00",Bonds rise as spectre of rate rise looms," Stock markets fall globally and bond yields rise as all eyes stay on Federal Reserve
"
6497,KINGSPAN+GROUP,"Wed, Oct 28, 2015, 21:16",European stocks up on  rebound in energy companies," C&C shares down 2 per cent after reporting drop in earnings
"
6498,KINGSPAN+GROUP,"Fri, Oct 23, 2015, 01:00",Markets surge on Draghi statements," ECB president’s signal that stimulus will continue gives boost to markets
"
6499,KINGSPAN+GROUP,"Mon, Oct 5, 2015, 22:41",Optimism evident in global markets,"Irish market takes its lead from Europe as monetary conditions expected to continue 
"
6500,KINGSPAN+GROUP,"Thu, Sep 17, 2015, 22:28",US stocks fall after turbulent trading,"Announcement of unchanged US interest rates signals uncertainty about economy
"
6501,KINGSPAN+GROUP,"Wed, Sep 16, 2015, 20:32",Potential brewer merger boosts trade," Investors remain cautious as US Federal Reserve meets to consider interest rates
"
6502,KINGSPAN+GROUP,"Tue, Sep 15, 2015, 01:00",Markets dip as investors grow nervous about  US rate rise,"Federal Reserve to meet this weekand may decide to raise borrowing charges 
"
6503,KINGSPAN+GROUP,"Sun, Sep 6, 2015, 20:11",Seen & Heard: business news round-up," Is the a cut in the universal social charge on the way?
"
6504,KINGSPAN+GROUP,"Tue, Aug 25, 2015, 01:00",Stocks slump in fallout from China rout,"Investors in European marketsdown about €450bn after worst losses in years
"
6505,KINGSPAN+GROUP,"Fri, Aug 21, 2015, 01:00",Stocks slide again over concerns about global growth,"FTSE 100now 10% belowall-time highin April afterworst losing run in four years
"
6506,KINGSPAN+GROUP,"Tue, Aug 11, 2015, 21:27",Chinese devaluation hurts markets in Europe ," Move onyuan overnight brings down shares in mining, cars and luxury goods
"
6507,KINGSPAN+GROUP,"Tue, Aug 4, 2015, 21:19",European markets lose ground on mixed earnings," Shire, Barclays, Credit Agricole and Lufthansa among the losers
"
6508,KINGSPAN+GROUP,"Tue, Aug 4, 2015, 01:00",European equities rise despite  record slump on Greek market," Commodities tumble hurts London market, while airlines climb on oil price retreat
"
6509,KINGSPAN+GROUP,"Wed, Jul 22, 2015, 20:35",Tech and mining stocks lead markets lower," Gains for EasyJet and other airlines but chip-makers suffer after Apple trading update
"
6510,KINGSPAN+GROUP,"Tue, Jul 21, 2015, 19:36",Mixed earnings reports end European stocks’ nine-day winning streak ," US stocks declinedas quarterly results from IBM and United Technologies disappointed investors
"
6511,KINGSPAN+GROUP,"Wed, Jul 15, 2015, 19:55",Rally of European stocks in utility sector," CRH, Smurfit Kappa and Kerry climb in Dublin as Bank of Ireland and Kingspan fall
"
6512,KINGSPAN+GROUP,"Wed, Jul 1, 2015, 19:32","Stocks rally, then pare gains, on Greek deal uncertainty"," Lower oil prices boost airlines across Europe, but there are mixed fortunes for carmakers
"
6513,KINGSPAN+GROUP,"Wed, Jun 17, 2015, 01:00",Europe stocks rebound after two-day dip," Wall Street slightly higher as US weighs up chance of a Greek deal with creditors
"
6514,KINGSPAN+GROUP,"Fri, Jun 12, 2015, 01:00",Positive car updates lift European markets  higher," Rumours of CRH bid for South Korean energy groupsee shares rise 2.9%
"
6515,KINGSPAN+GROUP,"Wed, Jun 10, 2015, 22:03",Stocks rebound on Greek deal optimism," European equity markets climb, ending six-day losing streak
"
6516,KINGSPAN+GROUP,"Tue, Jun 9, 2015, 01:00",European shares fall as investors continue to fret about Greece ," Dublin market dragged down by more poor performances from Smurfit Kappa and Aryzta
"
6517,KINGSPAN+GROUP,"Wed, Apr 29, 2015, 20:58",Poor  US growth data triggers global sell-off," Markets fall across Europe amid shareholder caution and profit-taking
"
6518,KINGSPAN+GROUP,"Mon, Mar 23, 2015, 20:18",FTSE 100 hits fresh high as mining stocks rally," But European equities decline overall as car stocks go into reverse
"
6519,KINGSPAN+GROUP,"Fri, Mar 6, 2015, 09:17",European equities rise as ECB commits to asset purchases," TheDax index closed at a record high in Frankfurt, as the FTSE 100 in London hovers below 7,000 level
"
6520,KINGSPAN+GROUP,"Tue, Jan 27, 2015, 01:00",Kingspan in talks to buy Belgian steel firm in latest diversification move," Steel firm Joris Ide is target of Irish building materials group buyout bid
"
6521,KINGSPAN+GROUP,"Wed, Jan 21, 2015, 01:00",Quantitative easing hopes push European shares up," US stocks lose ground after IMF lowers growth forecasts for 2015 and 2016
"
6522,KINGSPAN+GROUP,"Tue, Dec 30, 2014, 01:00",Greek stocks plunge 11%  amid political uncertainty," Ryanair, Smith and Nephew and Novo Nordisk make gains on day of thin trade across Europe
"
6523,KINGSPAN+GROUP,"Tue, Dec 9, 2014, 22:15",Plunge for Greek stocks leads markets lower," Retreats across the board as poor trade data and Tesco profit warning darken mood
"
6524,KINGSPAN+GROUP,"Fri, Dec 5, 2014, 01:00",European stocks fall after Draghi stalls on stimulus," Iseq rises to highest level since June 2008 as Ryanair surges 8.4 per cent
"
6525,KINGSPAN+GROUP,"Mon, Dec 1, 2014, 01:00",Injury concerns mounting up for Matt O’Connor and Leinster," Coach will be hoping for good news from his medical team before the visit to Harlequins
"
6526,KINGSPAN+GROUP,"Wed, Nov 26, 2014, 22:19",European equities hold steady at two-month high," Thomas Cook slumps, leading travel stocks lower, but miners and utilities climb
"
6527,KINGSPAN+GROUP,"Tue, Nov 11, 2014, 21:55",Europe stocks up   on  improved earnings,"FBDpredicts losson‘far more challenging than expected’ claims environment 
"
6528,KINGSPAN+GROUP,"Tue, Nov 11, 2014, 13:15",Kingspan agrees to buy building products division of VicWest," The building products division comprises three insulated panel manufacturing plants 
"
6529,KINGSPAN+GROUP,"Wed, Oct 22, 2014, 01:00",Global advances on technology  earnings,"Prospect of ECB bond purchases leads European stocks into positive territory 
"
6530,KINGSPAN+GROUP,"Sat, Oct 18, 2014, 01:00",Europe stocks end longest rout in 11 years," Good day for big names in Dublin as Bank of Ireland and CRH both rise by 4.4%
"
6531,KINGSPAN+GROUP,"Sat, Oct 4, 2014, 01:00",European stocks rebound on good news from US,"US jobless rate fell in September to 5.9 per cent, the lowest level since July 2008 
"
6532,KINGSPAN+GROUP,"Thu, Oct 2, 2014, 01:00",European stocks fall to five-week low,"Negative sentiment towards airlines sees Ryanair close down 2.4 per cent 
"
6533,KINGSPAN+GROUP,"Sat, Aug 23, 2014, 01:00",Quiet day for markets as investors look to Ukraine,"Gains for Bank of Ireland and for shares exposed to Irish economic recovery 
"
6534,KINGSPAN+GROUP,"Fri, Aug 15, 2014, 20:45",Global values fall on Ukraine tensions," Iseq closes up almost 0.3% as Aer Lingus puts on nearly 5% in substantial trading
"
6535,KINGSPAN+GROUP,"Thu, Aug 14, 2014, 01:00",Investors monitor global conflicts as European stocks climb,"US prices rise on speculation that interest rates are unlikely to increase in near future 
"
6536,KINGSPAN+GROUP,"Thu, Jul 3, 2014, 01:00",Markets advance on positive US jobs news," Poor volumes blamedflat Dublin market
"
6537,KINGSPAN+GROUP,"Thu, Jun 19, 2014, 01:00",Investors hold back before US Federal Reserve decision on monetary policy," Aer Lingus, Ryanair and otherhigh-profile stocks see declines in Dublin
"
6538,KINGSPAN+GROUP,"Wed, Mar 26, 2014, 01:00",Investors place their trust in central banks to fight slowdown," Datalex is star performer in Dublin as it announces it is to pay its first dividend
"
6539,KINGSPAN+GROUP,"Sat, Mar 8, 2014, 01:00",Stocks slide as Russia-Ukraine standoff deters investors," Mining stocks lead the decline in London on a day with few climbers
"
6540,KINGSPAN+GROUP,"Fri, Feb 28, 2014, 01:00",Kingspan chief nets almost €1.8m by cashing in share options," Gene Murtagh exercised the option as it was in its 10th and final year
"
6541,KINGSPAN+GROUP,"Tue, Feb 25, 2014, 01:00",European stocks up to a six-year high," Positive sentiment in Spain after Moody’s raises sovereign debt rating 
"
6542,KINGSPAN+GROUP,"Fri, Feb 21, 2014, 20:12",European markets gain  on Yellen’s stimulus pledge ," Leading Irish stocks quiet ahead of 2013 results next week
"
6543,KINGSPAN+GROUP,"Wed, Feb 12, 2014, 01:00",Global stocks climb after Janet Yellen keeps Fed policy intact," Irish market underperforms European peers
"
6544,KINGSPAN+GROUP,"Thu, Feb 6, 2014, 01:00",European stocks halt four-day slide," Ryanair once again Dublin’s star performer, Aer Lingus also gained ground
"
6545,KINGSPAN+GROUP,"Tue, Feb 4, 2014, 01:00",Ryanair  helps Dublin market buck declining trend," Stocks exposed to emerging markets among the fallers in broad sell-off
"
6546,KINGSPAN+GROUP,"Wed, Jan 22, 2014, 20:40",Markets little changed in early trading," Pound rose, jumping to the strongest level in a year against the euro
"
6547,KINGSPAN+GROUP,"Mon, Jan 20, 2014, 20:15",Stocks hold steady despite Deutsche Bank slip," Gains for luxury goods sector offset drops for banks as German lender posts surprise loss
"
6548,KINGSPAN+GROUP,"Thu, Jan 9, 2014, 01:02",European stocks fall after Draghi warning,"Iseq posts gain after CRH advances to highest price since June 2010
"
6549,KINGSPAN+GROUP,"Fri, Jan 3, 2014, 21:58",Europe stocks up despite weak volumes,"Next Plc leads retailer rally in UK with jump of 10 per cent to 6,085 pence 
"
6550,KINGSPAN+GROUP,"Fri, Dec 13, 2013, 01:00","'Awful lot of the pressure, the decisions' fell on Fingleton"," From skyscrapers to Irish Nationwide and Hibernia REIT, Danny Kitchen’s career in business has been anything but boring
"
6551,KINGSPAN+GROUP,"Fri, Dec 6, 2013, 20:50",Markets report: global values advance on US jobs data," Iseq closes out session up almost 1% as CRH and Ryanair lead index higher 
"
6552,KINGSPAN+GROUP,"Thu, Dec 5, 2013, 01:00",European shares fall on stimulus fears," Bank of Ireland fundraising dominates Dublin
"
6553,KINGSPAN+GROUP,"Wed, Dec 4, 2013, 01:00",Global stocks slide on US stimulus fears," Iseq ends difficult trading day, losing 2.15% as index heavyweights lose ground
"
6554,KINGSPAN+GROUP,"Fri, Nov 29, 2013, 01:00",Stocks nudge up in subdued Thanksgiving trade," Rio Tinto climbs, but there are losses in London for housebuilders and tobacco firms
"
6555,KINGSPAN+GROUP,"Sat, Nov 23, 2013, 01:00",Stocks edge forward on rising confidence," Gains for Whitbread, Bankia and Time Warner, but Paddy Power and Intel retreat
"
6556,KINGSPAN+GROUP,"Mon, Nov 11, 2013, 20:47",Stocks up on positive industrial data from China," USmarkets were becalmed as the bond markets closed for Veterans’ Day
"
6557,KINGSPAN+GROUP,"Wed, Oct 30, 2013, 20:44",European markets play Fed waiting game," There are gains for C&C, Next and Volkswagen, while Pearson and LinkedIn retreat
"
6558,KINGSPAN+GROUP,"Wed, Oct 9, 2013, 19:18",European stocks down to one month low," Concern thatimpasse over the US budget and debt limit may lead to a default
"
6559,KINGSPAN+GROUP,"Thu, Sep 19, 2013, 21:28",Positive mood after news from Fed," CRH helps the advance in Dublin as market goes along withupward trend
"
6560,KINGSPAN+GROUP,"Wed, Sep 18, 2013, 20:56",Mixed day as investors waited for tapering news," Federal Reserve surprised US market by keeping bond purchases at current pace
"
6561,KINGSPAN+GROUP,"Wed, Sep 11, 2013, 20:56",Stocks rise as US eases off Syria strike plan," Apple falls, but chipmaker Arm advances after new iPhone launches
"
6562,KINGSPAN+GROUP,"Fri, Sep 6, 2013, 01:00",European stocks hold gains following ECB news," Ryanair’s share price appears to stabilise after tumbling more than 11% on Wednesday
"
6563,KINGSPAN+GROUP,"Sat, Aug 31, 2013, 01:00",Oil stocks lead retreat in European equities," Iseq sinks in middle of session but recovers in afternoon to close down just 0.1 per cent
"
6564,KINGSPAN+GROUP,"Mon, Aug 26, 2013, 20:47",Italian stocks lead European markets lower," Pharmaceutical firms make gains after Amgen agrees to buy Onyx
"
6565,KINGSPAN+GROUP,"Thu, Aug 22, 2013, 01:00",Markets nervous ahead of  release of  US Federal Reserve  minutes ," Dublin is largely flat but outperforms its European peers 
"
6566,KINGSPAN+GROUP,"Sat, Aug 17, 2013, 01:00",European shares end week higher,"US stocks down sharplyafter investors weigh consumer confidence data 
"
6567,KINGSPAN+GROUP,"Fri, Jun 28, 2013, 01:00",World markets gain on optimistic data," European shares end day’s trading higher in wake of upbeat US macro reports
"
6568,KINGSPAN+GROUP,"Fri, Jun 21, 2013, 01:00",European stocks suffer worst day  in 19 months," Elan and Ryanair buck the trend in Dublin as markets succumb to widespread sell-off
"
6569,KINGSPAN+GROUP,"Thu, Apr 11, 2013, 21:26",European stocks climb after  fall in US unemployment claims    ," Marks & Spencer the biggest gainer on FTSE 100 as index for fourth day
"
6570,KINGSPAN+GROUP,"Tue, Mar 26, 2013, 21:33",Equity markets rise on US housing data," Euro at four-month low as traders assess wider implications ofCypriot bailout
"
6571,MAINSTAY+MEDICAL+INTERNATIONAL,"Thu, Jan 8, 2015, 11:23",Irish equity market transactions at record high," Over 7,000 new debt listings and 1,600 new fund classes were added last year
"
6572,MAINSTAY+MEDICAL+INTERNATIONAL,"Sun, Sep 17, 2017, 18:00",All the major business events coming up in the week ahead," Sun shining on Green Reit and what exactly constitutes a ‘great place to work’?
"
6573,MAINSTAY+MEDICAL+INTERNATIONAL,"Thu, Jan 8, 2015, 11:23",Irish equity market transactions at record high," Over 7,000 new debt listings and 1,600 new fund classes were added last year
"
6574,MAINSTAY+MEDICAL+INTERNATIONAL,"Sun, Sep 17, 2017, 18:00",All the major business events coming up in the week ahead," Sun shining on Green Reit and what exactly constitutes a ‘great place to work’?
"
6575,MAINSTAY+MEDICAL+INTERNATIONAL,"Thu, Jan 8, 2015, 11:23",Irish equity market transactions at record high," Over 7,000 new debt listings and 1,600 new fund classes were added last year
"
6576,MAINSTAY+MEDICAL+INTERNATIONAL,"Sun, Sep 17, 2017, 18:00",All the major business events coming up in the week ahead," Sun shining on Green Reit and what exactly constitutes a ‘great place to work’?
"
6577,MAINSTAY+MEDICAL+INTERNATIONAL,"Thu, Jan 8, 2015, 11:23",Irish equity market transactions at record high," Over 7,000 new debt listings and 1,600 new fund classes were added last year
"
