Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
1109,foreign+trade+policy,"Wed, Aug 1, 2018, 07:54",Cost of hard Brexit to Ireland between 7% fall in GNP and 1% gain," EU preparing rule changes that could deprive London of one of its flagship financial businesses   
            "
1110,foreign+trade+policy,"Fri, Jul 6, 2018, 00:01",Border woes: Mark Paul travels the Brexit frontline," Deep concern about Brexit’s effect on investment firms’ ‘passporting’ privileges   
            "
1111,foreign+trade+policy,"Thu, Jun 21, 2018, 07:59",EU to make power grab for multi-billion London euro-clearing market," Former taoiseach lays out possible ‘doomsday scenario’ for Irish trade   
            "
1112,foreign+trade+policy,"Tue, May 29, 2018, 21:04","Brexit challenge for Ireland will be to keep UK market share, says former WTO adviser"," Short-term gain for long-term pain is what the US could be looking at under Donald Trump   
            "
1113,foreign+trade+policy,"Thu, May 24, 2018, 10:23",Brexit: 50 things Ireland needs to know," Increased automation in manufacturing has eliminated many ‘traditional’ jobs   
            "
1114,foreign+trade+policy,"Sun, Apr 22, 2018, 19:01",Is construction   Ireland’s economic cuckoo? ," Big cut in US corporation tax rate would lessen incentive to invest abroad   
            "
1115,s I have announced today will cost an estimated €585 million next year and this cost has to be paid for.,"Thu, Mar 29, 2018, 14:20","Brexit deal with EU could take 10 years, warns UK ambassador "," New US president’s trade and tax policies carry risks for a small, open economy like ours   
            "
1116,So,"Fri, Mar 23, 2018, 08:37",PwC poll reveals 70% of UK asset managers fear market access loss ," Cost of a ‘hard Brexit’ to Ireland in some areas may be even worse than in UK   
            "
1117,I am not raising taxes on alcohol. I am not raising taxes on petrol or diesel. I am not raising motor tax. I am not raising the Vehicle Registration Tax. I am not raising any other taxes because I am able to fund the costs of these reforms and incentives through improved tax revenues arising from economic growth and continued expenditure restraint.,"Fri, Mar 9, 2018, 12:31","Britain may leave EU with no future trade deal, Bruton warns"," Department of Finance and top State agency forecasts ‘severe’ long-term consequences   
            "
1118,Conclusion,"Wed, Mar 7, 2018, 09:16",Goldman warns of possible stagflation under Trump presidency," Brexit negotiations currently amount to a discussion held by the Tory party with itself   
            "
1119,Both the taxation and expenditure sides of this year’s Budget are designed to support and broaden the economic recovery that we are now experiencing. Available resources have been carefully targeted on initiatives that will build consumer confidence,"Sat, Feb 3, 2018, 04:48",Problems of US working class not rooted in globalisation," Best outcome for Ireland would be if UK gets EU single market deal similar to Norway’s   
            "
1120,We,"Tue, Jan 23, 2018, 09:09",Ireland faces major disruption  if Trump delivers on economic policies ," Britain should refrain from a hasty withdrawal until it has a better sense of what’s at stake   
            "
1121,We have travelled the long road and are now at a very important crossroads. We are now facing a choice: do we return to the past; unwind the progress and structural reforms made and pursue boom and bust policies.,"Sat, Aug 19, 2017, 06:35","Cliff Taylor: First Brexit, now Trump – what the result means for Ireland"," Agency plans to decrease UK share of exports by seven percentage points and ‘ramp up’ measures to support exporters   
            "
1122,Or do we look forward and continue to build for a better future with a new economic model.,"Tue, Jul 18, 2017, 15:21","Economic impact for us after Brexit will be ‘severe’, warns report "," It’s still too close to call it, but if the UK votes to Leave this week it won’t just be the Irish economy that will be hit - it will be all of us   
            "
1123,Colleagues will recall that Robert Frost’s poem “The Road Not Taken” starts with “Two roads diverged in a yellow wood”.,"Mon, Jun 26, 2017, 01:00",Brexit effect expected to shrink economy by nearly 4% ," Survey by EU Chamber regrets long-heralded reforms not coming through   
            "
1124,The road ahead of us diverges and we have a choice to make. Do we take the road frequently trodden by Irish Governments in the past,"Fri, Jun 23, 2017, 06:00",Chris Johns: Theresa May joins ranks of delusional Brexiteers ," Trade missions beating a path to Tehran as country’s economy on road to  recovery   
            "
1125,Or do we,"Tue, May 2, 2017, 10:52",Cantillon: Irish businesses now face tricky reality of Brexit," Leaving EU might make some people in UK feel better but it is likely to make everyone poorer, conference told   
            "
1126,I know the road this Government will take.,"Tue, May 2, 2017, 05:13",Martin Wolf: The best thing for UK is to play for time," Leaving EU would see Britian scrambling to join other trading blocs to maintain status quo   
            "
1127,"I commend this Budget to the House.""","Fri, Mar 31, 2017, 06:28",Enterprise Ireland to reduce clients exposure to UK following Brexit," Fund lukewarm on Central Bank’s readiness  to relax mortgage lending restrictions   
            "
1128,foreign+trade+policy,"Thu, Mar 23, 2017, 06:30",Brexit and you: Six ways your life might change after Thursday," EU already looking into McDonald’s tax deal with Luxembourg   
            "
1129,foreign+trade+policy,"Thu, Dec 15, 2016, 19:10",European firms facing ‘increasingly hostile’ environment in China," Enda Kenny will make case for the EU in front of UK business leaders at conference   
            "
1130,foreign+trade+policy,"Sun, Dec 4, 2016, 19:53",Lifting sanctions on Iran opens up business opportunities ," Authorities try to calm  fears  as they aim to balance  stimulus with  need for reform   
            "
1131,foreign+trade+policy,"Mon, Nov 28, 2016, 16:12",Brexit threatens plans to ramp up FDI in North – ESRI," Basel Committee begins review into how much capital banks should hold    
            "
1132,foreign+trade+policy,"Tue, Nov 15, 2016, 07:02",UK stands to gain little tax benefit in event of Brexit," China has a short window of opportunity to build the infrastructure it needs   
            "
1133,foreign+trade+policy,"Fri, Nov 11, 2016, 07:00",IMF warns about global slowdown threat to Ireland," One-year-olds  won’t be served up on foreign  plates any time soon thanks to capital controls   
            "
1134,foreign+trade+policy,"Fri, Nov 11, 2016, 05:00",Italian groups seek EU antitrust probe into McDonald’s," Weak euro and Chinese fondness for alternative cuts  could be crucial, as exporters visit Shanghai   
            "
1135,foreign+trade+policy,"Wed, Nov 9, 2016, 07:35",‘Brexit’ could see major trade losses in Republic - ESRI," As a group, EU migrants to the UK  go to work and when they do, they are more productive than the natives   
            "
1136,foreign+trade+policy,"Mon, Nov 7, 2016, 01:00",Figures on Chinese economy could still cause sleepless nights," End of annual parliament in China prompts reform calls   
            "
1137,foreign+trade+policy,"Mon, Nov 7, 2016, 01:00",Global regulators may soften rules for asset-backed financing," Speakers voice concern over Brexit  at annual British-Irish chamber of commerce conference   
            "
1138,foreign+trade+policy,"Thu, Oct 6, 2016, 12:10",China faces challenges in Asia ," New data suggest world’s second-largest economy still faces formidable headwinds    
            "
1139,foreign+trade+policy,"Thu, Jun 30, 2016, 01:00",Sluggish Greek conditions slow mollusc trade to a snail’s pace," Currency at its strongest  in two weeks as Central Bank consults with exporters    
            "
1140,tax+policy+labour+law,"Wed, Jun 29, 2016, 11:27",Exporters see opportunity for Irish beef in China," Lastminute.com, Cuba, Santa Claus, the fear of ‘Ubering’ and downsizing at McDonald’s Japan   
            "
1141,tax+policy+labour+law,"Mon, Jun 27, 2016, 20:22",Looking at the economic benefits of immigration," Products covered by the Russian embargo represent  €5.1 billion in exports   
            "
1142,tax+policy+labour+law,"Mon, Jun 20, 2016, 09:19",St Patrick’s Day and China’s NPC offer insights into Ireland’s relationship with Asia,
1143,tax+policy+labour+law,"Tue, Jun 7, 2016, 09:24","‘Brexit’ uncertainty undermining political stability, conference hears",
1144,trade+restrictions,"Fri, May 6, 2016, 01:00",China’s inflation    near five-year low as property slump persists,
1145,trade+restrictions,"Wed, Apr 27, 2016, 19:48",Rouble surges as state exporters forced to sell dollars,
1146,trade+restrictions,"Mon, Apr 18, 2016, 15:38",Planet Business,
1147,trade+restrictions,"Thu, Mar 17, 2016, 01:00",Russian ban on food imports to cost EU €5 billion annually,
1148,trade+restrictions,"Tue, Jan 12, 2016, 14:32",,
1149,trade+restrictions,"Thu, Nov 5, 2015, 01:00",,
1150,trade+restrictions,"Tue, Sep 15, 2015, 04:00",,
1151,trade+restrictions,"Wed, Jul 22, 2015, 11:20",,
1152,trade+restrictions,"Tue, Jul 7, 2015, 01:45",,
1153,trade+restrictions,"Sat, Jul 4, 2015, 01:00",,
1154,trade+restrictions,"Tue, May 19, 2015, 00:01",,
1155,trade+restrictions,"Mon, May 18, 2015, 01:00",,
1156,trade+restrictions,"Tue, Mar 24, 2015, 00:01",,
1157,trade+restrictions,"Fri, Feb 27, 2015, 13:37",,
1158,trade+restrictions,"Fri, Jan 9, 2015, 08:09",,
1159,trade+restrictions,"Tue, Dec 23, 2014, 09:43",,
1160,trade+restrictions,"Fri, Dec 19, 2014, 01:30",,
1161,trade+restrictions,"Wed, Sep 3, 2014, 17:41",,
